2; 8388608; 788.482670
4; 8388608; 1510.778017
6; 8388608; 2224.850749
8; 8388608; 2881.768657
10; 8388608; 3556.563302
12; 8388608; 4171.256431
14; 8388608; 4587.803699
16; 8388608; 4957.826713
18; 8388608; 5436.516972
20; 8388608; 5884.141943
22; 8388608; 6100.999984
24; 8388608; 6219.328305
26; 8388608; 6471.359965
28; 8388608; 5840.273242
30; 8388608; 7053.086632
32; 8388608; 7113.706650
